1,1
thanhduc327@gmail.com,1234
minhhai789@gmail.com,123
thangnguyen610@gmail.com,123
ngoclan902@gmail.com,123
17120002,123
17120003,123
17120004,123
17120005,123
17120006,123
17120005,123
17120006,123
17120007,123
17120008,123
17120009,123
17120010,123
17120011,123
17120012,123
17120013,123
17120014,123
17120015,123
17120016,123
17120017,123
17120018,123
17120019,123
17120020,123
17120021,123
17120022,123
17120023,123
17120024,123
17120025,123
17120026,123
17120027,123
17120028,123
17120029,123
17120030,123
17125004,123
17125005,123
17125006,123
17125007,123
17125008,123
17125009,123
17125010,123
17125011,123
17125012,123
17125013,123
17125014,123
17125015,123
17125016,123
17125017,123
17125018,123
17125019,123
17125020,123
17125021,123
17125022,123
17125023,123
17125024,123
17125025,123
17125026,123
17125027,123
17127002,123
17127003,123
17127004,123
17127005,123
17127006,123
17127007,123
17127008,123
17127009,123
17127010,123
17127011,123
17127012,123
17127013,123
17127014,123
17127015,123
17127016,123
17127017,123
17127018,123
17127019,123
17127020,123
17127021,123
17127022,123
17127023,123
17127024,123
17127025,123
17127026,123
17127027,123
17127028,123
17127029,123
17126001,123
17126002,123
17126003,123
17126004,123
17126005,123
17126006,123
17126005,123
17126006,123
17126007,123
17126008,123
17126009,123
17126010,123
17126011,123
17126012,123
17126013,123
17126014,123
17126015,123
17126016,123
17126017,123
17126018,123
17126019,123
17126020,123
17126021,123
17126022,123
17126023,123
17126024,123
17126025,123
17126026,123
17126027,123
17126028,123
17126029,123
17126030,123
18120001,123
18120002,123
18120003,123
18120004,123
18120005,123
18120006,123
18120007,123
18120008,123
18120009,123
18120010,123
18120011,123
18120012,123
18120013,123
18120014,123
18120015,123
18120016,123
18120017,123
18120018,123
18120019,123
18120020,123
18120021,123
18120022,123
18120023,123
18120024,123
18120025,123
18120026,123
18120027,123
18120028,123
18120029,123
18120030,123
18125004,123
18125005,123
18125006,123
18125007,123
18125008,123
18125009,123
18125010,123
18125011,123
18125012,123
18125013,123
18125014,123
18125015,123
18125016,123
18125017,123
18125018,123
18125019,123
18125020,123
18125021,123
18125022,123
18125023,123
18125024,123
18125025,123
18125026,123
18125027,123
18125028,123
18125029,123
18125030,123
18126001,123
18126002,123
18126003,123
18126004,123
18126005,123
18126006,123
18126007,123
18126008,123
18126009,123
18126010,123
18126011,123
18126012,123
18126013,123
18126014,123
18126015,123
18126016,123
18126017,123
18126018,123
18126019,123
18126020,123
18126021,123
18126022,123
18126023,123
18126024,123
18126025,123
18126026,123
18126027,123
18126028,123
18126029,123
18126030,123
18127004,123
18127005,123
18127006,123
18127007,123
18127008,123
18127009,123
18127010,123
18127011,123
18127012,123
18127013,123
18127014,123
18127015,123
18127016,123
18127017,123
18127018,123
18127019,123
18127020,123
18127021,123
18127022,123
18127023,123
18127024,123
18127025,123
18127026,123
18127027,123
18127028,123
18127029,123
18127030,123
19120004,123
19120005,123
19120006,123
19120007,123
19120008,123
19120009,123
19120010,123
19120011,123
19120012,123
19120013,123
19120014,123
19120015,123
19120016,123
19120017,123
19120018,123
19120019,123
19120020,123
19120021,123
19120022,123
19120023,123
19120024,123
19120025,123
19120026,123
19120027,123
19120028,123
19120029,123
19125001,123
19125002,123
19125003,123
19125004,123
19125005,123
19125006,123
19125007,123
19125008,123
19125009,123
19125010,123
19125011,123
19125012,123
19125013,123
19125014,123
19125015,123
19125016,123
19125017,123
19125018,123
19125019,123
19125020,123
19125021,123
19125022,123
19125023,123
19125024,123
19125025,123
19125026,123
19125027,123
19125028,123
19125029,123
19125030,123
19126003,123
19126004,123
19126005,123
19126006,123
19126007,123
19126008,123
19126009,123
19126010,123
19126011,123
19126012,123
19126013,123
19126014,123
19126015,123
19126016,123
19126017,123
19126018,123
19126019,123
19126020,123
19126021,123
19126022,123
19126023,123
19126024,123
19126025,123
19126026,123
19126027,123
19126028,123
19126029,123
19127000,123
19127001,123
19127002,123
19127003,123
19127004,123
19127005,123
19127006,123
19127007,123
19127008,123
19127009,123
19127010,123
19127011,123
19127012,123
19127013,123
19127014,123
19127015,123
19127016,123
19127017,123
19127018,123
19127019,123
19127020,123
19127021,123
19127022,123
19127023,123
19127024,123
19127025,123
19127026,123
19127027,123
19127028,123
19127029,123
20127003,123
20127004,123
20127005,123
20127006,123
20127007,123
20127008,123
20127009,123
20127010,123
20127011,123
20127012,123
20127013,123
20127014,123
20127015,123
20127016,123
20127017,123
20127018,123
20127019,123
20127020,123
20127021,123
20127022,123
20127023,123
20127024,123
20127025,123
20127026,123
20127027,123
20127028,123
20127029,123
20126000,123
20126001,123
20126002,123
20126003,123
20126004,123
20126005,123
20126006,123
20126007,123
20126008,123
20126009,123
20126010,123
20126011,123
20126012,123
20126013,123
20126014,123
20126015,123
20126016,123
20126017,123
20126018,123
20126019,123
20126020,123
20126021,123
20126022,123
20126023,123
20126024,123
20120000,123
20120001,123
20120002,123
20120003,123
20120004,123
20120005,123
20120006,123
20120007,123
20120008,123
20120009,123
20120010,123
