17125004,To Quach,Khanh,12/3/1999,Nam,561893
17125005,Phan Phuong,Diem,5/7/1999,Nu,791131
17125006,Bui Xuan,Quang,26/10/1999,Nam,246940                              
17125004,To Quach,Khanh,12/3/1999,Nam,561893
17125005,Phan Phuong,Diem,5/7/1999,Nu,791131
17125006,Bui Xuan,Quang,26/10/1999,Nam,246940
17125007,Hoang Minh,Binh,27/12/1999,Nam,196840
17125008,Truong Ngoc,Tuyet,22/3/1999,Nu,923890
17125009,Tu Tu,Phuong,22/6/1999,Nu,522399
17125010,Vo Thi,Hoai,3/6/1999,Nu,662938
17125011,Hua My My,Oanh,11/6/1999,Nu,403486
17125012,Ha Thi,Dao,6/2/1999,Nu,527312
17125013,Dinh Uyeng,Linh,15/1/1999,Nu,112955
17125014,Pham Hoai,Trung,19/8/1999,Nam,347657
17125015,Tu Tu,Dao,19/11/1999,Nu,121342
17125016,Tran Thi,Nhi,28/10/1999,Nu,870992
17125017,Tran Minh,Nghia,20/7/1999,Nam,911457
17125018,Duong Dinh,Nghia,27/2/1999,Nam,483526
17125019,Huynh Van,Ha,3/1/1999,Nam,315356
17125020,To Huynh,Trang,21/11/1999,Nu,211521
17125021,Tu Tu,Bich,7/1/1999,Nu,552184
17125022,Ho Xuan,Bich,10/4/1999,Nu,164199
17125023,Ha Van,Hung,14/2/1999,Nam,150025
17125024,Phung Thi,My,17/7/1999,Nu,976045
17125025,Luu Quang,Vu,6/1/1999,Nam,268261
17125026,Thai My,Khanh,16/1/1999,Nam,483127
17125027,Tran Minh,Tien,27/1/1999,Nam,625109
