20126000,Pham Kieu,Phuong,2/7/2002,Nu,466508
20126001,Mai Huyng,Khanh,20/2/2002,Nu,889785
20126002,Lam My,Ha,7/6/2002,Nu,343371
20126003,Cao Anh,Huong,3/12/2002,Nu,543663
20126004,Vo Thi,Trang,1/7/2002,Nu,515258
20126005,Dang Kieu,Dao,9/4/2002,Nu,485381
20126006,Chau Thanh,Khanh,26/6/2002,Nu,342234
20126007,Ngo Cao Ngoc,Quynh,19/4/2002,Nu,458471
20126008,Tu Tu,Lan,3/2/2002,Nu,823720
20126009,Huynh Thi,Nhung,12/5/2002,Nu,205532
20126010,Phan Chau,Vu,30/10/2002,Nam,202752
20126011,Ha Ho,Anh,24/3/2002,Nu,846633
20126012,Doan Thanh,Chi,17/1/2002,Nam,326470
20126013,Ly Van,An,9/2/2002,Nam,898138
20126014,To Huynh,Lan,16/4/2002,Nu,229838
20126015,Ly Yen,Hue,3/12/2002,Nu,837674
20126016,Vu Tuan,Kien,3/12/2002,Nam,412221
20126017,Lam My,Dao,20/2/2002,Nu,984758
20126018,Ngo,Tung,8/6/2002,Nam,696731
20126019,Dinh Uyeng,Linh,28/1/2002,Nu,536212
20126020,Chau Thanh,Ha,16/5/2002,Nu,971837
20126021,Dinh Van,Kien,1/9/2002,Nam,864178
20126022,Huynh Thi,Oanh,21/5/2002,Nu,633875
20126023,Dinh Uyeng,My,7/1/2002,Nu,197212
20126024,Doan Uyen,Diem,16/7/2002,Nu,957578
